"";"Player";"Team";"Rnd";"R";"ACS";"K:D";"KAST";"ADR";"HS%";"KMax";"IK"
"6142";"dwan";NA;148;0,7;157;0,64;"62%";108,1;"26%";14;-6
"6143";"EsM1n";NA;199;0,7;152,1;0,66;"58%";100,6;"22%";18;-7
"6144";"Girin";"RAX";59;0,7;170,7;0,59;"61%";115,8;"18%";11;0
"6145";"factory";NA;76;0,7;164,8;0,64;"53%";111,4;"22%";18;1
"6146";"younNGG";"PNT";147;0,7;176,8;0,69;"61%";116,2;"23%";19;-2
"6147";"NOOB1TO";"WaVii";143;0,7;168,8;0,7;"64%";98;"16%";17;-7
"6148";"Boston";NA;175;0,7;175,7;0,69;"59%";116,2;"21%";19;-8
"6149";"SaVi";NA;66;0,7;176,3;0,64;"58%";106,4;"19%";19;-1
"6150";"TeNma";NA;78;0,7;142,3;0,56;"68%";84,8;"21%";11;-3
"6151";"Libi";NA;132;0,7;184,3;0,7;"49%";122,6;"30%";28;-8
"6152";"JamMy";NA;77;0,7;168;0,64;"63%";98,6;"19%";14;-3
"6153";"Lalità";NA;53;0,7;140,3;0,53;"64%";101,8;"34%";10;-3
"6154";"West";"SHFT";51;0,7;169,3;0,6;"58%";108,7;"26%";12;7
"6155";"DEATHLESS";"Reaper";134;0,7;157;0,71;"54%";105,8;"27%";16;-16
"6156";"Simple";"AGM";296;0,7;198,2;0,83;"58%";128;"22%";25;-28
"6157";"switch";NA;61;0,7;145,3;0,5;"57%";86,7;"29%";14;-5
"6158";"crayon";NA;75;0,7;153,5;0,61;"60%";100,8;"19%";12;0
"6159";"pipsoN";"GIA";952;0,7;171,2;0,83;"63%";111,2;"26%";23;-32
"6160";"Hroch";NA;50;0,69;185,3;0,69;"60%";113,6;"28%";13;0
"6161";"Freakz";NA;102;0,69;176,4;0,7;"62%";123;"22%";21;-16
"6162";"Red";"Rhyn";161;0,69;157,9;0,68;"62%";104,7;"25%";17;-10
"6163";"hazgi";"TMP";143;0,69;203,6;0,88;"66%";139,8;"33%";19;-2
"6164";"rTd";"NXLGA";228;0,69;162,3;0,61;"59%";109,2;"18%";16;-12
"6165";"SoRrY";"NOMA";53;0,69;143,3;0,61;"58%";102,9;"23%";17;-2
"6166";"axon";NA;93;0,69;174,4;0,69;"65%";110,7;"21%";14;-8
"6167";"pooh";NA;92;0,69;171,4;0,69;"54%";112,4;"24%";17;-5
"6168";"kiko";"Orio";95;0,69;177,5;0,67;"59%";115,1;"29%";12;-7
"6169";"DellTero";"K16";317;0,69;151,8;0,62;"61%";100,4;"33%";14;-12
"6170";"AmR";NA;168;0,69;196,7;0,64;"62%";134,7;"18%";18;-9
"6171";"patuw";NA;65;0,69;120,3;0,54;"65%";75,2;"23%";11;-3
"6172";"balage";NA;70;0,69;177,5;0,74;"53%";94,5;"25%";11;-2
"6173";"Skyler";NA;111;0,69;169,3;0,68;"55%";108,3;"22%";21;-1
"6174";"Soapytw";"VEXO";272;0,69;145,6;0,64;"63%";93,7;"24%";15;-27
"6175";"Fudge";"Mustang";54;0,69;132,3;0,62;"59%";84,5;"28%";14;-2
"6176";"EpicoN";NA;281;0,69;127,7;0,61;"60%";81,9;"11%";14;-8
"6177";"TNKJ";"KRS";322;0,69;153,8;0,65;"61%";99;"23%";14;-5
"6178";"SeolHo";"SPG";135;0,69;149,4;0,71;"64%";97,8;"25%";17;-1
"6179";"AdAption";NA;195;0,69;170,4;0,68;"58%";118,1;"20%";20;-10
"6180";"Artexscerato";NA;151;0,69;179;0,82;"63%";120,9;"27%";24;-4
"6181";"vint";"UC";218;0,69;171,6;0,66;"51%";110,8;"36%";19;-8
"6182";"MP";"NOR";236;0,69;136,7;0,56;"53%";79,7;"19%";16;-11
"6183";"YURI";"MLC";376;0,69;171,6;0,69;"55%";110,5;"29%";18;-31
"6184";"Enbyus";"Gun";157;0,69;158,8;0,62;"59%";113,2;"18%";23;-3
"6185";"PinGlélélé";"WaVii";143;0,69;150,4;0,61;"54%";94,8;"18%";14;-5
"6186";"SexyChristian";"Scoo";908;0,69;145,8;0,62;"60%";100,6;"26%";19;-12
"6187";"Keanderß";NA;73;0,69;165;0,59;"58%";124,9;"26%";13;-3
"6188";"gRIGUAj";"DSY";269;0,69;187,1;0,7;"48%";113,4;"14%";22;-7
"6189";"omkar09";NA;215;0,69;161,3;0,75;"57%";101,1;"28%";24;-9
"6190";"Luky";"FG";108;0,69;202,8;0,85;"69%";131;"24%";20;-4
"6191";"Serena";NA;61;0,69;142,7;0,67;"61%";82,2;"39%";12;-5
"6192";"Mixaa";"Zero";78;0,69;192,5;0,77;"63%";132,6;"30%";17;-9
"6193";"Wilmer";NA;137;0,69;172,6;0,66;"51%";111,7;"28%";15;-5
"6194";"Pashin";NA;142;0,69;184,8;0,66;"55%";121,4;"23%";16;-4
"6195";"JohN";NA;66;0,69;172,8;0,64;"58%";112,1;"28%";16;-4
"6196";"favorite";NA;89;0,69;184,8;0,65;"68%";116,9;"27%";17;-3
"6197";"c-dubs";NA;132;0,69;172;0,58;"59%";115,2;"21%";12;-10
"6198";"MADNESS";NA;64;0,69;186,5;0,64;"58%";123,5;"21%";13;-3
"6199";"Buh";"Lah Kae
																			Tena";91;0,69;172;0,59;"68%";112,6;"21%";12;-4
"6200";"LUNIX";"SPL";373;0,69;157,8;0,67;"56%";100;"26%";16;-23
"6201";"Yang";NA;77;0,69;159;0,58;"56%";115;"17%";13;-2
"6202";"y0r";"Naba";73;0,69;168,3;0,69;"62%";110,1;"34%";18;-3
"6203";"riri";NA;108;0,69;184,5;0,65;"63%";125,5;"13%";17;-2
"6204";"kelllky";NA;141;0,69;135,7;0,61;"65%";99;"22%";18;-3
"6205";"Opa";"Otob";220;0,69;151,7;0,71;"52%";101,2;"31%";16;-18
"6206";"NzNr";NA;156;0,69;201,9;0,83;"61%";125,9;"14%";30;-10
"6207";"Shockah";"Bobackah
																			100e";249;0,69;178,8;0,69;"61%";119,6;"21%";20;-9
"6208";"shrouts";"RB";302;0,69;159,4;0,65;"61%";105;"22%";16;-15
"6209";"He11sing";"Euph";239;0,69;162,1;0,67;"59%";108,8;"22%";17;-14
"6210";"Mark";"Drag";110;0,69;167,7;0,65;"55%";110,8;"25%";13;-1
"6211";"Naoidesu";"LYFT";57;0,69;169,7;0,69;"54%";111,9;"23%";19;1
"6212";"SphINIIX";NA;132;0,69;162,6;0,75;"55%";106,1;"23%";25;-7
"6213";"EGLyiuu";"Espo";65;0,69;134;0,59;"54%";94,2;"24%";12;-1
"6214";"chicago";"MRG";173;0,69;192,3;0,71;"63%";133,8;"28%";30;-11
"6215";"Dreamz";"DV";287;0,69;157,6;0,65;"55%";103,2;"21%";16;-19
"6216";"Krisz";NA;131;0,69;161,6;0,63;"62%";99,5;"21%";12;-2
"6217";"Che";"SVR";156;0,69;152;0,64;"66%";93,4;"14%";17;-4
"6218";"SomuLaal";NA;100;0,69;172,3;0,64;"53%";109,8;"19%";17;-7
"6219";"Kiki";"KDA";112;0,69;178,3;0,67;"50%";119,7;"16%";17;-11
"6220";"axis";NA;74;0,69;178,3;0,65;"54%";102,1;"11%";13;2
"6221";"KriminaL";"FL";292;0,69;162;0,69;"61%";109,7;"29%";22;-2
"6222";"OriginMemes";NA;69;0,69;151,5;0,63;"61%";90,9;"32%";17;0
"6223";"Mandeep";"INS";177;0,69;134;0,54;"59%";100,9;"21%";19;-8
"6224";"Folkslore";"Devi";157;0,69;161,9;0,64;"58%";107,6;"18%";16;-2
"6225";"Sadness";"TYLOO";252;0,69;153,8;0,64;"58%";102,6;"31%";17;-15
"6226";"Austeeno";NA;56;0,69;142,3;0,56;"68%";94,2;"23%";9;-2
"6227";"shy";NA;146;0,69;136,1;0,56;"65%";83,5;"26%";12;-8
"6228";"Vandeta";"OPY";78;0,69;182,8;0,69;"63%";122,2;"16%";18;2
"6229";"Animal";"PMK";214;0,69;145,6;0,52;"64%";96,3;"21%";15;-17
"6230";"Devil";"Arrow";69;0,69;148,3;0,6;"59%";101,6;"29%";12;-8
"6231";"Weso";"CCG";116;0,69;187,5;0,74;"64%";116,8;"22%";17;-2
"6232";"Cici";"LEV.F";75;0,69;149;0,58;"68%";101,6;"27%";13;-8
"6233";"powa";NA;202;0,69;161,6;0,62;"59%";107,6;"21%";20;-1
"6234";"Tailo";NA;294;0,69;144,8;0,62;"61%";101,5;"21%";24;-23
"6235";"Haze";NA;137;0,69;145,1;0,6;"61%";89,8;"22%";13;0
"6236";"AIMDEM0N";NA;188;0,69;183,4;0,73;"62%";118,8;"16%";21;-6
"6237";"ShuvFreakz";"XLE";517;0,69;147,1;0,62;"59%";96,7;"27%";17;-35
"6238";"Jinnie";"Hype";248;0,69;151,1;0,66;"58%";102;"21%";16;-10
"6239";"Skajdedd";"FAR";140;0,69;138,9;0,53;"56%";93;"23%";11;-6
"6240";"Zief";NA;78;0,69;145,3;0,69;"64%";95;"37%";16;-4
"6241";"Freyholtz";NA;77;0,69;178,5;0,71;"55%";107,5;"26%";18;-3
"6242";"dalillne";NA;193;0,69;192,2;0,83;"58%";119,3;"20%";31;-22
"6243";"Anti";NA;114;0,69;151,5;0,65;"54%";101,1;"17%";23;-2
"6244";"noriyuki";NA;85;0,69;174,8;0,68;"55%";114,6;"20%";20;-4
"6245";"DokJa";NA;63;0,69;188;0,67;"62%";133,8;"28%";13;2
"6246";"ZpetZ";"Dadd";152;0,69;192,3;0,68;"57%";122,6;"24%";17;-1
"6247";"AvRaK";"BJE";456;0,69;145,1;0,66;"58%";97,2;"27%";19;-33
"6248";"Zenos";NA;89;0,69;158;0,65;"52%";107,2;"26%";14;-1
"6249";"Turnup";"eU";982;0,69;165,6;0,74;"60%";111,3;"23%";32;11
"6250";"Karuna";"Asto";91;0,69;175,6;0,66;"66%";114,8;"28%";16;-4
"6251";"OPGLawyers";"UP";210;0,69;175,4;0,67;"63%";117,2;"26%";20;-18
"6252";"MEGATRON";"LE";86;0,69;140,2;0,61;"55%";98,5;"27%";13;-4
"6253";"Kami";NA;50;0,69;151;0,63;"50%";102,9;"32%";17;-3
"6254";"Atsumu";NA;50;0,69;170,7;0,65;"64%";110,4;"30%";14;-2
"6255";"Tn";"TM.A";170;0,69;176,6;0,68;"57%";119,8;"23%";20;-13
"6256";"CurryASD";NA;363;0,69;126,2;0,55;"67%";83,7;"19%";17;-15
"6257";"leah";"SLR";493;0,69;150,7;0,62;"58%";100,8;"24%";20;-21
"6258";"ThunderFlash";NA;76;0,69;143,8;0,64;"61%";91,3;"21%";13;-1
"6259";"NolbertoEZ";NA;121;0,69;149,7;0,67;"64%";96,7;"26%";17;-10
"6260";"B1ngSu";"DFR";295;0,69;163,6;0,66;"57%";112,1;"26%";23;-9
"6261";"QueueFiveNine";NA;69;0,69;154,5;0,54;"57%";110,4;"22%";10;-1
"6262";"JoJo";NA;65;0,69;209,3;0,83;"67%";121;"15%";18;-5
"6263";"Sleepy";NA;57;0,69;139;0,6;"56%";92,9;"25%";15;1
"6264";"Rseh";NA;117;0,69;175,6;0,65;"54%";112,1;"24%";16;-13
"6265";"Ayuusa";NA;50;0,69;192,7;0,75;"58%";110;"33%";17;-1
"6266";"jona";"AT";107;0,69;171,2;0,66;"62%";122;"20%";24;-6
"6267";"Kentrax";"5exN";91;0,69;154,8;0,71;"68%";102,1;"25%";14;2
"6268";"serj";"TFT";143;0,69;159;0,6;"56%";103,9;"28%";16;-6
"6269";"GjW";NA;62;0,69;147,7;0,61;"68%";102,4;"25%";16;2
"6270";"galaxyy";NA;70;0,69;168,3;0,61;"67%";112,2;"29%";11;-6
"6271";"kortez";"AD I";67;0,69;157;0,62;"60%";106,5;"24%";11;-5
"6272";"otaQ";"TC";155;0,69;157,5;0,6;"61%";105,2;"15%";13;0
"6273";"byTheFire";NA;129;0,69;131,9;0,57;"58%";95,1;"29%";15;0
"6274";"Djjoka";NA;166;0,69;153,2;0,65;"56%";104,9;"28%";14;-6
"6275";"rebelz";"mm";247;0,69;167,8;0,7;"67%";110,7;"24%";27;3
"6276";"Chechuu";"ZETA";479;0,69;163,6;0,68;"63%";105,2;"26%";20;-16
"6277";"Heaven";NA;173;0,69;178,9;0,7;"59%";110,3;"14%";19;-22
"6278";"Penge";NA;139;0,69;172,7;0,73;"60%";111,9;"23%";16;-2
"6279";"Sam4irukanji";"M42";209;0,69;152,1;0,61;"61%";106,8;"23%";19;-15
"6280";"INSOMNIA";"Team";125;0,69;148,8;0,66;"57%";96,3;"26%";16;7
"6281";"DaG";NA;69;0,69;139,3;0,6;"52%";85,9;"30%";14;-7
"6282";"Drios";"RE";357;0,69;142,7;0,71;"61%";90,8;"29%";30;-14
"6283";"gv";"Kantic";129;0,69;136,3;0,65;"62%";90,6;"24%";16;-5
"6284";"Rykinn";NA;144;0,69;170,3;0,64;"58%";109,1;"16%";16;2
"6285";"Buhms";"Roul";336;0,68;165,7;0,67;"63%";108,5;"21%";22;-21
"6286";"gloRinsz";NA;105;0,68;150,4;0,65;"65%";99;"17%";18;-5
"6287";"ADAM";"Nativz";139;0,68;137,4;0,59;"62%";88,6;"25%";12;-2
"6288";"sapph";"CG";387;0,68;151,8;0,6;"56%";100,1;"18%";17;-8
"6289";"melan";NA;79;0,68;145,3;0,55;"52%";90,4;"25%";15;-4
"6290";"Krill";"TK";90;0,68;169,4;0,63;"59%";117,5;"21%";12;3
"6291";"aniN";"TK";90;0,68;144,8;0,64;"62%";90,2;"20%";13;-1
"6292";"Loco";NA;108;0,68;159,7;0,64;"64%";104,8;"30%";16;-9
"6293";"inari";"WITC";87;0,68;158,5;0,72;"56%";105,8;"20%";19;2
"6294";"Karokis";"Nativz";108;0,68;148,2;0,55;"58%";94,5;"19%";14;-3
"6295";"thinkii";"TQ";169;0,68;154,3;0,64;"64%";98,2;"21%";15;-13
"6296";"eDDi";NA;371;0,68;186,3;0,8;"62%";116,6;"18%";19;-2
"6297";"NyzoR";"CLIM";103;0,68;166,8;0,65;"63%";109,9;"17%";14;-10
"6298";"Renn";"DEWA";254;0,68;152,1;0,62;"66%";107,9;"15%";25;-18
"6299";"marqnue";"FF.Y";725;0,68;157,6;0,75;"59%";99,2;"23%";19;-16
"6300";"Røbin";NA;67;0,68;176,3;0,6;"53%";125,9;"27%";15;1
"6301";"Ask";"RIG";110;0,68;119,2;0,52;"60%";77,5;"29%";11;-10
"6302";"edan";NA;106;0,68;167,2;0,66;"48%";109,5;"25%";18;-4
"6303";"Way";NA;105;0,68;161,2;0,58;"45%";110,6;"21%";16;-9
"6304";"Lynzr";"TST";53;0,68;176;0,59;"49%";114,2;"20%";13;-6
"6305";"INTER";NA;253;0,68;161,5;0,62;"58%";104,6;"20%";26;-22
"6306";"Binz";"NTLN";177;0,68;157;0,56;"62%";108,7;"21%";18;-2
"6307";"Nay";NA;66;0,68;159,8;0,61;"55%";106,7;"13%";15;-6
"6308";"Natalcia";"MIDA";112;0,68;145,3;0,62;"63%";91,1;"23%";14;-9
"6309";"Egg";NA;140;0,68;162,3;0,68;"56%";105,9;"18%";16;-6
"6310";"DAAAAAAAAAAAAAAA";NA;75;0,68;155,5;0,69;"55%";99,8;"30%";15;-6
"6311";"Timm";NA;304;0,68;146,9;0,69;"64%";87,1;"21%";16;-24
"6312";"REDE";NA;208;0,68;151;0,61;"61%";105,4;"23%";20;-13
"6313";"lorde";"BeeL";72;0,68;168,5;0,7;"53%";112;"38%";16;-5
"6314";"MARIO";"Goom";167;0,68;179,6;0,88;"49%";122,1;"29%";27;-2
"6315";"kierson";"NoM";192;0,68;134,4;0,61;"62%";93,9;"23%";20;-2
"6316";"glowy";"TCE";59;0,68;97,3;0,32;"41%";62;"12%";9;-4
"6317";"SteYuj";NA;150;0,68;155,6;0,61;"56%";104,3;"20%";15;-13
"6318";"Kiwii";NA;145;0,68;152,1;0,7;"61%";100,8;"22%";21;-9
"6319";"Kal";NA;180;0,68;176;0,75;"59%";122,5;"29%";20;-8
"6320";"jackanoryy";"NEXU";497;0,68;227,6;0,91;"57%";149,8;"22%";26;-4
"6321";"TAID";"iNv";114;0,68;135,7;0,55;"63%";83,3;"25%";13;-1
"6322";"moony";"AME";83;0,68;163,8;0,68;"60%";88,6;"34%";13;-1
"6323";"sacul";"Toky";118;0,68;162;0,59;"58%";108,9;"21%";15;-5
"6324";"PadangRice";"Voya";129;0,68;165;0,66;"67%";120,3;"17%";20;-4
"6325";"duy";"cs
																			Rapt";318;0,68;136,2;0,64;"58%";95,1;"36%";18;-16
"6326";"Jbzz";"MDR";182;0,68;166,1;0,6;"60%";113,4;"10%";21;-21
"6327";"Tigax";"FTW.EVO";272;0,68;165,7;0,68;"56%";107,4;"28%";17;-17
"6328";"Noodle";"UP.F";251;0,68;163,2;0,66;"63%";101,6;"31%";18;-11
"6329";"ginger";"SPAR";90;0,68;175,6;0,67;"52%";112,9;"17%";13;-4
"6330";"petr";"Cybe";88;0,68;170,4;0,72;"51%";110,6;"26%";16;-6
"6331";"phox";NA;108;0,68;190,3;0,66;"56%";126,2;"26%";16;-8
"6332";"Khaled";"Stay";246;0,68;187,9;0,73;"59%";132,9;"25%";35;-8
"6333";"1SickButton";NA;221;0,68;141,3;0,55;"59%";95,5;"24%";13;-10
"6334";"alexpalex";"AE";114;0,68;148,7;0,61;"58%";92,2;"21%";16;4
"6335";"lauren";NA;143;0,68;157,6;0,68;"64%";101;"21%";20;-6
"6336";"SpriTkill3r";NA;78;0,68;147,8;0,68;"58%";102;"22%";15;-4
"6337";"SebiHussle";"FTW.EVO";163;0,68;147,9;0,59;"60%";92,4;"16%";19;-5
"6338";"valder";"VEN";582;0,68;173,5;0,88;"62%";113,7;"17%";23;-11
"6339";"trunkZ";"Chic";725;0,68;168,8;0,7;"58%";114,2;"25%";31;-50
"6340";"DrMELLO";NA;164;0,68;152;0,65;"58%";95;"27%";16;-8
"6341";"Kenzie";"LILI";189;0,68;166,4;0,65;"52%";114,6;"21%";17;-7
"6342";"Hanna";NA;219;0,68;142,9;0,61;"59%";95;"27%";13;-15
"6343";"flowia";"Ista";140;0,68;157,6;0,64;"53%";100,5;"22%";16;-1
"6344";"Aimless";"Frag";97;0,68;159;0,7;"60%";96,4;"18%";16;-4
"6345";"Danii";"WHIT";365;0,68;154,7;0,65;"62%";104,9;"24%";20;-36
"6346";"Cle_fairy";"FWOG";154;0,68;183,6;0,68;"56%";120,7;"19%";15;-4
"6347";"savi";"DSRX";229;0,68;144,9;0,58;"58%";94,7;"18%";17;-11
"6348";"Motaa";"HG";108;0,68;124,4;0,52;"65%";85,8;"20%";13;-4
"6349";"Diarmuid";"SB";50;0,68;179,3;0,68;"66%";115,4;"18%";16;1
"6350";"HSK";"DFM";78;0,68;164,8;0,69;"64%";108,9;"12%";17;-2
"6351";"LETHAL";NA;116;0,68;136;0,6;"65%";95,4;"18%";17;-11
"6352";"goNtheKING";NA;93;0,68;186,2;0,68;"58%";117,4;"20%";20;-11
"6353";"Krazen";"Cang";72;0,68;133,3;0,46;"64%";88,3;"25%";10;-4
"6354";"Jenna";"YFPB";517;0,68;150;0,64;"59%";103,3;"20%";27;-14
"6355";"dio9x";NA;348;0,68;161,5;0,72;"55%";101,3;"21%";19;-14
"6356";"JREXXX";NA;72;0,68;158,3;0,59;"63%";106,3;"22%";13;-6
"6357";"Fula";NA;68;0,68;165;0,67;"56%";105,8;"17%";17;-1
"6358";"Karen";"DPC";216;0,68;160,8;0,62;"58%";102,5;"17%";16;-7
"6359";"oktina";"Over";60;0,68;168,3;0,61;"63%";116,3;"22%";14;-2
"6360";"Legitqueeen";"ARF.S";136;0,68;139,9;0,62;"70%";93;"20%";14;-6
"6361";"Musyka";"4RL";149;0,68;136,9;0,54;"59%";94,2;"21%";14;-12
"6362";"Schwi";"RN";194;0,68;135,6;0,59;"57%";91,4;"23%";18;-7
"6363";"ImJustDevin";"NG";403;0,68;132,3;0,61;"58%";92,6;"31%";18;-23
"6364";"Yami";NA;125;0,68;170,3;0,68;"55%";113,2;"21%";17;-10
"6365";"takobonita";"Ista";87;0,68;165,8;0,7;"54%";109,5;"26%";18;-3
"6366";"Eloquenzz";"SPAR";75;0,68;166,3;0,65;"59%";109,2;"10%";16;-2
"6367";"Skull";NA;96;0,68;151,8;0,63;"66%";106,9;"22%";23;-4
"6368";"stefi";NA;147;0,68;122,4;0,56;"64%";86,9;"24%";13;-7
"6369";"god";"marin";72;0,68;153;0,58;"54%";100;"30%";11;-5
"6370";"zanix";NA;137;0,68;155,9;0,62;"59%";104,1;"24%";17;-2
"6371";"C8Jason";"VF";67;0,68;162;0,59;"57%";101,8;"23%";11;-2
"6372";"Kurama";"FG";1117;0,68;155,7;0,62;"62%";102,8;"17%";24;-56
"6373";"PxL";"ATHZ";303;0,68;186,5;0,8;"73%";121,3;"21%";20;-12
"6374";"lipw";NA;57;0,68;129,7;0,57;"53%";91,4;"29%";17;2
"6375";"BenJ";"锦
																			uG";322;0,68;145,8;0,59;"57%";99,2;"26%";17;-4
"6376";"Flok1";NA;64;0,68;117,7;0,56;"61%";76;"18%";10;-8
"6377";"krushty";"DOES";147;0,68;143,7;0,66;"56%";102,3;"28%";16;-6
"6378";"D4ve2k";"ExO";193;0,68;170,6;0,63;"64%";104,5;"26%";23;-3
"6379";"Twizdd";"Surf";200;0,68;153,5;0,61;"64%";102,9;"25%";17;-11
"6380";"dOME";"DOES";118;0,68;133;0,58;"59%";89,2;"28%";12;-7
"6381";"Giu";"4RL.H";107;0,68;174,8;0,66;"65%";116,3;"21%";19;0
"6382";"JDawnX";"Free";429;0,68;150,7;0,58;"55%";101,1;"21%";15;-24
"6383";"powr";NA;96;0,68;163,2;0,75;"63%";91,9;"21%";21;-3
"6384";"Ragnar";"Vend";76;0,68;171;0,66;"64%";100,4;"11%";13;0
"6385";"1RWND";"EKO";106;0,68;159,8;0,64;"65%";101,6;"18%";11;-5
"6386";"stiVe";"WaVii";163;0,68;171,4;0,67;"56%";108,1;"26%";17;-3
"6387";"Audaki";"fR";69;0,68;155;0,59;"43%";103,2;"24%";16;-4
"6388";"sKrula";NA;73;0,68;165,8;0,71;"65%";102,7;"40%";23;0
"6389";"PhaZer";NA;65;0,68;153;0,54;"60%";99,8;"20%";12;-3
"6390";"TheBlayder";"EMPIRE";106;0,68;175,2;0,63;"61%";115,5;"31%";13;2
"6391";"JpL";"VIB";73;0,68;154,3;0,57;"58%";101,3;"20%";12;-4
"6392";"magomeru";NA;79;0,68;155,8;0,57;"63%";95,4;"27%";9;1
"6393";"kiyo";"SHIN";72;0,68;159;0,57;"53%";101,2;"15%";13;-3
"6394";"TOTA";"PNT";202;0,68;163,5;0,67;"60%";107,4;"16%";19;-13
"6395";"SaudLP";NA;90;0,68;147,2;0,61;"68%";106,9;"23%";15;2
"6396";"kevinzone";NA;196;0,68;177,5;0,77;"56%";114,9;"26%";27;-8
"6397";"Fonk";"ZETA";177;0,67;147,6;0,62;"62%";100,3;"23%";14;-5
"6398";"JSpade";NA;97;0,67;157;0,54;"59%";105,2;"24%";12;-7
"6399";"y1g";"ASE";96;0,67;158,2;0,59;"56%";100,5;"23%";14;-1
"6400";"Atticus";"Egir";334;0,67;149,3;0,65;"58%";96,6;"19%";17;-26
"6401";"nepgear";"USC";104;0,67;140;0,64;"63%";88,4;"20%";14;-6
"6402";"sumi";NA;60;0,67;134;0,53;"68%";93,5;"26%";10;-6
"6403";"Safed";NA;113;0,67;142,7;0,61;"58%";90,1;"36%";19;-10
"6404";"sk0dna";NA;82;0,67;156;0,63;"61%";96,4;"27%";16;-8
"6405";"Muz";NA;143;0,67;152,6;0,59;"63%";102,5;"21%";17;-13
"6406";"riley";"Jell";79;0,67;170,8;0,64;"59%";108,5;"12%";16;-3
"6407";"ronaldo";"OOKE";492;0,67;173;0,78;"58%";113,1;"25%";19;-6
"6408";"ares";NA;138;0,67;184,6;0,73;"52%";116;"21%";22;-18
"6409";"SangoGG";"YFPB";307;0,67;165,5;0,67;"60%";112,1;"25%";21;-26
"6410";"n0lif3r";NA;208;0,67;160,5;0,67;"56%";111,8;"26%";15;0
"6411";"mW";"OVA";163;0,67;143;0,65;"60%";89,6;"17%";15;-12
"6412";"Spades";"SF";145;0,67;185,5;0,74;"54%";125,5;"25%";22;-17
"6413";"JMRx";NA;72;0,67;157,3;0,74;"59%";106,8;"20%";21;-1
"6414";"PIKAWU";NA;159;0,67;127,1;0,56;"57%";85,6;"24%";14;-5
"6415";"thomas";NA;150;0,67;167,7;0,71;"63%";102,5;"20%";18;0
"6416";"Doewoe";"Kaho";72;0,67;159,8;0,68;"53%";107,1;"26%";14;-6
"6417";"agogigi";NA;59;0,67;177,8;0,64;"49%";121,5;"33%";16;2
"6418";"Fer";"giga";172;0,67;175;0,73;"57%";122;"26%";21;-5
"6419";"Obe";"Illu";144;0,67;159,3;0,63;"49%";106,6;"29%";16;-9
"6420";"FerrariPICK";"MAC";228;0,67;170,1;0,7;"57%";109,7;"21%";24;-16
"6421";"xeus";"WEDA";92;0,67;149,8;0,64;"55%";100,3;"30%";13;-10
"6422";"ionest";"Mant";107;0,67;181,5;0,63;"62%";132,2;"18%";16;1
"6423";"kuropon";"RAX";59;0,67;155;0,68;"54%";96,9;"20%";14;-3
"6424";"Lyoko";NA;86;0,67;125,4;0,48;"61%";82,4;"16%";19;-7
"6425";"Shuffle";"HOWL";57;0,67;144,7;0,62;"61%";98,4;"32%";13;0
"6426";"Didney";NA;110;0,67;155,2;0,68;"52%";94,9;"17%";17;-5
"6427";"SharkaiM";"tryo";130;0,67;163,5;0,66;"53%";111,6;"25%";18;-2
"6428";"doumjy";NA;150;0,67;178,6;0,71;"54%";117,1;"37%";24;-11
"6429";"asturobot";NA;116;0,67;150,8;0,62;"59%";95,5;"24%";18;-10
"6430";"Muusshy";NA;83;0,67;124,8;0,45;"57%";81,2;"22%";10;-11
"6431";"FIERCE1";"AE";212;0,67;156,6;0,6;"63%";100,6;"17%";16;-14
"6432";"myrean";"AURA";119;0,67;146,7;0,55;"61%";90,8;"23%";16;-7
"6433";"Fl1pd";NA;60;0,67;192,5;0,64;"48%";126,7;"19%";12;-4
"6434";"Gonnak";"AKV";434;0,67;198,1;0,82;"63%";124,8;"16%";23;-29
"6435";"nedg";"BigP";377;0,67;137,4;0,57;"59%";93,1;"16%";15;-16
"6436";"sukhdeep";NA;78;0,67;162,3;0,65;"59%";111,1;"15%";16;-8
"6437";"Danda";"FG";118;0,67;143,8;0,57;"57%";96,5;"23%";15;-8
"6438";"genuine";"AIM";297;0,67;157,1;0,67;"65%";100,3;"20%";20;-22
"6439";"Mexious";NA;116;0,67;182,8;0,65;"67%";108,1;"21%";24;-1
"6440";"m4rco";"BJK";200;0,67;156,2;0,71;"57%";109,5;"30%";22;-12
"6441";"BALLI";"UP";177;0,67;163,6;0,61;"56%";110;"24%";17;-2
"6442";"RCSoldier";"ATS";142;0,67;164,9;0,66;"59%";102;"26%";25;-1
"6443";"Laze";"EXEN";230;0,67;165,2;0,59;"56%";103,7;"22%";16;-1
"6444";"Tanjiro";"Taip";78;0,67;170,2;0,58;"54%";97,4;"17%";16;-8
"6445";"Rex0";"Indi";160;0,67;150,5;0,57;"60%";105,1;"25%";14;-1
"6446";"sp11cey";"NGEN";52;0,67;148,7;0,57;"67%";77,7;"18%";12;-1
"6447";"BANANA";NA;95;0,67;142;0,67;"60%";94;"30%";15;-8
"6448";"TanglyTree629";NA;59;0,67;178,7;0,66;"51%";122,4;"26%";14;-6
"6449";"DcTzR";"Chic";222;0,67;182,9;0,7;"54%";119,1;"21%";18;-23
"6450";"demek";NA;347;0,67;188,8;0,74;"62%";124,3;"29%";31;-18
"6451";"sporky";NA;74;0,67;127;0,54;"69%";90,9;"15%";14;-5
"6452";"Dudis";NA;103;0,67;138,5;0,65;"63%";83,7;"23%";17;-4
