"";"RND_diff";"R_diff";"ACS_diff";"KAST_diff";"KD_diff";"ADR_diff";"KPR_diff";"APR_diff";"FKPR_diff";"FDPR_diff";"K_diff";"D_diff";"A_diff";"FK_diff";"FD_diff";"ganhador"
"1";-42,466;0,0720000000000001;18,608;0,799999999999997;0,162;10,476;0,0680000000000001;-0,034;0,02;0,01;52,272;-4,55200000000002;-52,328;44,196;26,958;"1"
"2";1008,482;0,0880000000000001;12,97;1,2;0,138;7,392;0,0579999999999999;-0,046;-0,00799999999999999;-0,012;742,362;680,776;261,334;90,28;85,93;"1"
"3";972,388;0,052;6,078;1,39999999999999;0,046;2,25399999999999;0,018;0,034;0;-0,004;787,996;653,348;271,09;137,19;114,1;"1"
"4";640,574;0,048;10,958;0,200000000000003;0,0879999999999999;3,428;0,05;-0,06;0,014;0;523,936;438,504;130,04;84,928;69,91;"1"
"5";-1097,59;-0,016;1,614;-1,40000000000001;-0,03;1,86199999999999;0,002;0,00799999999999995;0,002;0,01;-895,33;-751,382;-268,99;-157,48;-124,02;"1"
"6";145,07;0,046;7,92000000000002;0,200000000000003;0,0920000000000001;1,09;0,036;-0,022;0,00799999999999999;-0,00599999999999999;95,758;80,996;17,392;-2,42599999999999;1,092;"0"
"7";-776,014;-0,0760000000000001;-7,11799999999999;-3,60000000000001;-0,14;-5,19399999999999;-0,036;-0,01;0,00399999999999999;0,016;-557,698;-466,608;-287,862;-56,88;-38,428;"0"
"8";565,588;0,0600000000000001;11,03;-0,599999999999994;0,1;2,75200000000001;0,028;0,004;0,00399999999999999;-0,00799999999999999;417,79;367,362;193,698;46,908;37,854;"1"
"9";-71,152;0,04;-4,696;3;0,0600000000000001;-1,79000000000001;-0,0099999999999999;-0,02;-0,016;-0,036;-59,844;-56,72;-5,828;-16,79;-15,198;"1"
"10";-742,326;-0,026;10,706;-2,2;0,00600000000000001;4,22399999999999;0,044;-0,068;0,04;0,032;-488,734;-464,384;-281,184;-24,926;-31,232;"0"
"11";746,426;0,038;12,072;0,599999999999994;0,036;4,328;0,034;0,002;0,034;0,022;630,804;553,642;167,886;137,194;109,188;"1"
"12";-198,136;0,00600000000000001;-4,58199999999999;3;0,024;-2,62;-0,012;0,02;-0,036;-0,024;-247,748;-159,324;-19,148;-79,13;-51,156;"0"
"13";-415,9;-0,02;16,392;-1,8;-0,012;10,762;0,054;-0,022;0,032;0,024;-294,61;-240;-91,704;-33,72;-32,686;"0"
"14";73,3019999999999;-0,024;13,194;-3;0,0399999999999998;9,30199999999999;0,05;-0,024;0,032;0,022;78,024;61,336;0,0760000000000218;24,3;21,706;"0"
"15";11,228;0,0720000000000001;13,188;2,59999999999999;0,0879999999999999;8,91000000000003;0,046;0,016;0;-0,00600000000000001;33,04;5,17000000000002;24,786;3,652;1,21;"1"
"16";-229,304;-0,142;-14,626;-6;-0,178;-3,47800000000001;-0,0479999999999999;-0,03;-0,034;0,00399999999999999;-173,854;-143,302;-72,866;-27,874;-23,314;"0"
"17";-58,028;-0,03;-1,916;-4,19999999999999;-0,002;0,665999999999997;0;-0,066;0;0,01;-36,92;-37,564;-36,422;-3,942;-3,78;"0"
"18";-1,63200000000001;0,052;5,29999999999998;1,60000000000001;-0,004;4,464;0,00800000000000001;0,044;-0,002;0,004;-16,05;-3,34999999999999;43,526;-4,07400000000001;-2,844;"1"
"19";-588,978;-0,13;-9,916;-2,8;-0,162;-5,23400000000001;-0,038;0,004;-0,018;0,012;-483,074;-373,244;-138,436;-80,608;-52,168;"0"
"20";-142,9;-0,036;0,686000000000007;-2,40000000000001;-0,018;-0,700000000000017;-0,0079999999999999;0,012;0;0;-104,876;-94,28;-37,456;-13,682;-9,45;"0"
"21";-344,68;-0,0680000000000001;-8,626;-2,39999999999999;-0,0920000000000001;-1,91199999999998;-0,026;-0,04;-0,00600000000000001;0,00799999999999999;-225,31;-199,558;-194,544;-12,054;-9,068;"0"
"22";774,946;-0,166;-13,23;-5,80000000000001;-0,0899999999999999;-10,454;-0,044;0,002;-0,016;-0,004;513,976;517,556;272,512;41,552;36,102;"0"
"23";-756,772;-0,146;-14,374;-5,59999999999999;-0,136;-10,258;-0,04;-0,092;0,014;0,02;-546,262;-429,11;-374,824;-39,798;-21,978;"0"
"24";479,132;0,106;13,808;3,60000000000001;0,182;4,49000000000001;0,048;0,04;0,01;-0,00399999999999999;441,046;243,97;134,004;96,862;57,784;"1"
"25";439,034;-0,0600000000000001;-4,63399999999999;-3,39999999999999;0,0359999999999998;-4,43600000000001;-0,012;0,034;-0,014;-0,014;342,728;269,888;164,19;36,226;23,01;"1"
"26";93,508;-0,002;9,44;-1;0,0740000000000001;5,78400000000002;0,034;-0,046;0,028;0,016;111,198;91,168;-28,46;58,666;39,284;"0"
"27";-567,432;-0,14;-20,688;-3;-0,182;-12,682;-0,084;-0,028;-0,014;0;-391,78;-378,044;-205,334;-47,436;-43,554;"0"
"28";-344,908;-0,0880000000000001;-18,15;-2,60000000000001;-0,14;-10,918;-0,0760000000000001;-0,022;-0,012;0,012;-379,596;-221,74;-94,406;-75,106;-36,254;"0"
"29";785,542;0,1;11,846;1,8;0,15;3,11200000000001;0,0639999999999999;-0,01;0,01;-0,00600000000000001;591,672;490,086;225,812;71,144;53,908;"1"
"30";7,99800000000005;0,042;4,54599999999999;1,19999999999999;0,042;2,434;0,01;-0,004;0,014;0,002;-23,418;-21,234;12,52;-2,464;-8,49000000000001;"1"
"31";-259,42;-0,032;0,00600000000000023;-2,59999999999999;-0,00799999999999979;-2,00200000000001;0;-0,038;0,01;0,004;-116,824;-121,694;-252,958;54,338;53,834;"1"
"32";679,674;0,03;13,732;1,60000000000001;0;6,53200000000001;0,036;0,034;0,032;0,026;541,762;486,374;282,976;89,37;75,778;"1"
"33";-857,008;-0,0840000000000001;2,32399999999998;-3,40000000000001;-0,0779999999999998;1,55799999999999;0,00600000000000001;-0,01;0,012;0,024;-704,042;-558,466;-280,526;-106,288;-64,492;"1"
"34";-86,73;-0,034;-15,202;0,399999999999991;-0,024;-8,80199999999999;-0,044;-0,024;-0,00799999999999999;-0,012;-63,59;-79,254;-68,114;7,63199999999999;-7,69;"1"
"35";52,2380000000001;-0,01;-6,024;0,599999999999994;-0,0379999999999998;-5,67599999999999;-0,02;0,014;0,002;0,00599999999999999;-6,18600000000004;40,4119999999999;36,758;-1,904;11,576;"0"
"36";1332,344;0,03;13,23;-1,59999999999999;0,12;6,60599999999999;0,0519999999999999;-0,016;0,026;0,00600000000000001;1059,122;887,024;365,264;198,166;138,682;"1"
"37";509,39;-0,144;-14,67;-6,19999999999999;-0,146;-8,64400000000001;-0,0580000000000001;-0,012;-0,00399999999999999;0,018;442,778;402,23;21,418;117,048;92,988;"0"
"38";502,506;0,00600000000000001;4,25199999999998;0,200000000000003;0,0640000000000001;1,83000000000001;0,00600000000000001;0,012;-0,00799999999999999;-0,016;371,668;261,216;116,396;23,456;7,80199999999999;"0"
"39";199,81;-0,014;5,078;-1,2;-0,054;5,06;0,004;0,00600000000000001;0,014;0,024;136,528;164,662;77,29;17,592;32,582;"0"
"40";-142,73;-0,102;-12,9;-3,59999999999999;-0,0799999999999998;-8,28;-0,036;-0,044;-0,00799999999999999;0;-148,224;-81,236;-71,696;-30,75;-15,212;"0"
"41";400,902;-0,046;-26,71;2,8;-0,132;-14,958;-0,1;0,05;-0,056;-0,036;151,54;254,504;194,688;-44,036;-16,09;"0"
"42";189,842;-0,024;-7,96199999999999;0,800000000000011;-0,016;-8,81199999999998;-0,024;-0,00799999999999995;0;-0,004;144,824;147,278;0,602000000000032;43,494;30,16;"0"
"43";377,938;0,138;5,10599999999999;8,59999999999999;0,0479999999999998;8,45399999999998;0,016;-0,022;-0,004;-0,01;314,564;241,936;71,184;26,682;29,372;"0"
"44";-540,938;-0,104;-17,812;-2,2;-0,156;-9,37799999999999;-0,0620000000000001;-0,00600000000000001;-0,014;-0,00600000000000001;-476,674;-354,698;-117,152;-91,506;-76,004;"0"
"45";617,996;0,108;15,862;2,2;0,158;13,458;0,0700000000000001;-0,002;-0,00600000000000001;-0,012;494,404;353,146;196,604;51,174;29,894;"1"
"46";-161,362;-0,026;7,39999999999998;0,199999999999989;-0,026;4,50999999999999;0,032;-0,03;0,012;0,01;-124,714;-93,968;-53,172;-22,226;-14,898;"1"
"47";-155,34;-0,002;15,446;-0,599999999999994;0,028;10,054;0,044;-0,012;0,00599999999999999;0,01;-102,558;-100,502;-39,456;-12,008;-3,40600000000001;"0"
"48";-226,53;-0,044;-4,31999999999999;-2,60000000000001;-0,034;-3,93600000000001;-0,0199999999999999;0,00799999999999995;-0,00399999999999999;0,00600000000000001;-168,296;-158,026;-48,586;-29,83;-24,036;"0"
"49";1013,896;0,012;-1,768;0,599999999999994;-0,00600000000000001;-2,73399999999998;-0,00800000000000001;0,014;0,002;0,00599999999999999;716,408;662,948;346,326;106,908;101,24;"0"
"50";29,244;0,05;9,38399999999999;0,599999999999994;0,0900000000000001;6,19400000000002;0,0379999999999999;-0,034;0,012;0,004;31,486;16,478;-1,572;7,496;4,076;"0"
"51";-168,114;0,032;2,21200000000002;2;0,05;4,25999999999999;0,012;0,03;-0,012;0,002;-159,264;-122,958;-0,241999999999962;-34,5;-19,288;"1"
"52";-1281,036;-0,142;-17,558;-3,40000000000001;-0,19;-10,202;-0,07;0,022;-0,018;-0,004;-976,766;-827,15;-312,194;-155,266;-128,616;"0"
"53";-249,126;-0,09;-23,442;-0,200000000000003;-0,142;-13,95;-0,086;0,018;-0,014;0;-225,934;-157,784;-81,724;-22,306;-14,324;"0"
"54";142,014;-0,032;-10,154;-1,39999999999999;-0,044;-5,506;-0,036;0,028;-0,024;-0,016;84,002;94,928;108,384;-11,572;-6,66600000000001;"0"
"55";373,272;-0,034;-4,34999999999999;-1,40000000000001;-0,00600000000000001;-4,67000000000002;0;-0,01;-0,002;-0,002;265,856;259,522;85,988;43,658;44,36;"0"
"56";707,06;0,0720000000000001;3,166;3;0,0719999999999998;1,43199999999999;0,022;-0,016;0;-0,00800000000000001;643,984;485,226;160,4;120,556;79,934;"1"
"57";-214,456;0,022;15,062;1,19999999999999;0,002;8,86799999999999;0,05;-0,004;0,032;0,028;-132,3;-130,908;-60,134;-7,212;-11,054;"0"
"58";5,32399999999984;0,0660000000000001;22,574;1;0,162;14,808;0,0880000000000001;-0,058;0,02;-0,012;101,032;-22,79;-81,122;28,29;-7,372;"0"
"59";239,382;-0,04;-11,566;0,599999999999994;-0,144;-6,45599999999999;-0,0579999999999999;0,026;0;0,012;134,99;193,73;77,27;32,79;39,888;"1"
"60";86,664;-0,0800000000000001;-12,868;-4;-0,0339999999999998;-10,286;-0,044;0,018;-0,016;-0,00800000000000001;10,52;-5,12799999999993;-1,59799999999996;-14,796;-17,524;"1"
"61";-838,544;0,004;-8,22999999999999;1,19999999999999;-0,03;-5,86799999999999;-0,014;0,004;-0,016;0,00199999999999999;-693,958;-585,802;-220,292;-164,87;-107,018;"1"
"62";-452,204;0,0740000000000001;20,42;1,59999999999999;0,0960000000000001;15,128;0,072;-0,034;0,028;0,01;-281,02;-289,904;-186,278;-15,588;-19,302;"1"
"63";-187,362;0,044;-10,258;5,39999999999999;-0,042;-2,53999999999999;-0,03;-0,03;-0,00399999999999999;-0,00799999999999999;-131,558;-136,618;-113,69;-19,394;-18,754;"0"
"64";422,764;0,002;-5,976;2,2;-0,05;-2,77600000000001;-0,03;0,016;-0,002;0,004;306,132;297,036;203,492;47,184;43,148;"0"
"65";-152,048;0,01;10,966;0,599999999999994;0,03;5,53;0,042;-0,042;0,032;0,014;-55,092;-61,658;-171,876;57,47;33,082;"0"
"66";-1027,452;0,056;0,162000000000006;5,2;0,138;3,012;0,024;-0,004;-0,002;0;-798,666;-714,176;-226,886;-129,422;-116,02;"0"
"67";-162,886;-0,306;-31,426;-15;-0,206;-17,888;-0,118;-0,038;-0,024;0,00800000000000001;-133,646;-120,502;-27,946;-22,484;-20,4;"0"
"68";262,968;-0,038;1,352;-3;-0,00800000000000001;-0,318000000000012;0,002;-0,014;0,02;0,016;233,518;197,446;40,326;59,526;47,246;"0"
"69";797,95;-0,0620000000000001;8,102;-4,60000000000001;0,02;2,178;0,028;-0,00599999999999995;0,01;0,00199999999999999;672,254;541,624;181,996;120,596;86,694;"1"
"70";-30,682;-0,044;-2,56199999999998;1;0,002;-4,16800000000001;0,01;-0,022;0,00800000000000001;0,00600000000000001;-13,236;-15,984;-19,078;6,63;4,14;"0"
"71";-483,52;-0,00800000000000001;-4,99600000000001;5,39999999999999;-0,016;-3,68000000000001;-0,00600000000000001;0;-0,034;0,026;-369,568;-354,268;-118,53;-58,978;-48,636;"0"
"72";-211,664;0,01;-4,994;1,39999999999999;0,032;-5,32999999999998;-0,00600000000000001;-0,038;0,00800000000000001;0,01;-123,882;-171,924;-120,496;-28,176;-25,902;"0"
"73";-29,232;0,026;7,684;-1;0,034;6,00399999999999;0,028;-0,034;0,00799999999999999;-0,00600000000000001;2,166;-24,53;-40,644;4,154;-8,422;"0"
"74";753,152;0,0359999999999999;16,396;-0,800000000000004;0,0840000000000001;8,136;0,0599999999999999;-0,042;0,028;0,00799999999999999;675,278;544,896;77,404;162,39;111,494;"0"
"75";1109,656;0,032;7,78399999999999;0,799999999999997;0,018;4,846;0,024;0,00799999999999998;-0,00600000000000001;-0,00199999999999999;984,598;757,46;270,916;136,948;60,932;"1"
"76";-133,114;-0,124;-10,114;-7;-0,0880000000000001;-4,46799999999999;-0,034;-0,034;-0,00599999999999999;0,00600000000000001;-150,214;-49,114;-83,21;-24,188;-3,342;"0"
"77";-628,576;-0,19;-25,08;-7,2;-0,184;-16,04;-0,084;-0,032;-0,00799999999999999;0,026;-461,436;-417,368;-180,182;-51,952;-40,482;"0"
"78";-386,576;-0,044;-9,72800000000001;-1;-0,0559999999999998;-5,89800000000002;-0,04;-0,00599999999999995;0;-0,00199999999999999;-331,23;-243,808;-101,208;-49,106;-29,956;"0"
"79";430,904;0;5,578;1,40000000000001;-0,032;1,00399999999999;0,012;0,046;0,01;0,01;344,772;319,906;117,312;67,262;52,864;"1"
"80";800,742;0,036;-1,21600000000001;0,799999999999997;0,054;-6,032;0,012;-0,00800000000000001;0,016;0,00800000000000001;552,468;546,332;201,114;85,464;74,06;"1"
"81";434,71;0,0980000000000001;8,31799999999998;3,60000000000001;0,128;6,49000000000001;0,032;0,05;0;-0,018;300,7;273,33;175,954;32,938;26,048;"1"
"82";-259,226;-0,004;4,66400000000002;3,8;-0,102;5,32400000000001;-0,022;0,082;0,042;-0,024;-178,062;-190,536;-52,428;-26,27;-27,806;"1"
"83";-27,038;0,028;-5,22200000000001;0,200000000000003;0,034;-2,75;-0,00800000000000001;-0,066;0;0,002;-7,96600000000001;-29,744;-42,402;8,138;-1,676;"1"
"84";79,2320000000001;0,116;22,694;3,8;0,174;14,168;0,082;-0,00599999999999995;0,00800000000000001;-0,002;66,256;38,378;7,66;7,458;12,018;"1"
"85";1174,254;0,184;22,05;5,8;0,234;11,834;0,0880000000000001;0,032;0,014;-0,02;961,72;770,806;322,688;158,47;130,166;"1"
"86";140,934;0,0660000000000001;5,06;2,40000000000001;0,0439999999999998;5,804;0,016;0,058;-0,016;-0,018;145,544;88,796;112,52;2,51400000000001;0,76600000000002;"1"
"87";-62,29;-0,0760000000000001;-17,57;-2,2;-0,144;-10,122;-0,0639999999999999;0,00800000000000001;-0,02;-0,012;-61,082;-31,308;-21,11;-10,778;-6,888;"0"
"88";-925,742;-0,026;-20,838;0,200000000000003;-0,032;-10,08;-0,07;0,068;-0,042;-0,026;-950,122;-734,064;-44,76;-281,094;-182,548;"1"
"89";664,612;-0,032;-7,994;-0,199999999999989;-0,0279999999999998;-2,62199999999999;-0,028;-0,00800000000000001;-0,00399999999999999;-0,00599999999999999;490,468;438,982;155,338;71,542;54,894;"1"
"90";858,922;0,018;-1,90200000000002;1,2;-0,022;0,378000000000014;-0,02;0,04;-0,01;0;577,84;531,31;361,97;31,354;26,734;"1"
"91";809,356;0,0740000000000001;12,4;1;0,0900000000000001;7,38600000000001;0,0459999999999999;-0,028;0,02;-0,00799999999999999;634,484;550,062;185,754;104,072;90,256;"1"
"92";-296,02;0,012;13,218;-0,799999999999997;0,034;7,58599999999998;0,044;-0,016;0,012;0,002;-193,76;-198,29;-94,862;-24,86;-30,772;"1"
"93";-215,298;-0,004;-6,11000000000001;0,599999999999994;-0,016;0,217999999999989;-0,0139999999999999;0,012;-0,016;-0,018;-167,178;-161,34;-51,83;-29,408;-23,828;"0"
"94";-659,198;-0,004;-9,988;2,2;-0,0359999999999998;-5,00800000000001;-0,038;0,00799999999999995;-0,02;-0,016;-569,62;-449,022;-145,228;-109,536;-77,03;"1"
"95";352,316;0,012;3,898;0,200000000000003;0,018;2,29999999999998;0,014;-0,00600000000000001;0,00399999999999999;0,004;272,326;237,214;97,53;33,388;23,942;"0"
"96";-272,19;0,0580000000000001;0,130000000000024;0,400000000000006;-0,024;-0,0180000000000007;-0,02;0,02;-0,002;0;-198,892;-184,612;-65,296;-25,068;-24,502;"0"
"97";320,402;0,04;-4,65000000000001;0;0,0700000000000001;-3,36999999999998;-0,004;-0,018;-0,00599999999999999;-0,00599999999999999;236;210,204;86,514;31,258;27,446;"1"
"98";-297,652;-0,18;-46,866;-3,60000000000001;-0,244;-24,254;-0,168;0,038;-0,066;-0,024;-393,502;-232,088;12,61;-119,81;-82,378;"0"
"99";-311,282;-0,0720000000000001;-12,982;-3,39999999999999;-0,0919999999999999;-9,55600000000001;-0,048;-0,028;-0,002;0;-322,6;-212,468;-88,84;-59,406;-39;"0"
"100";-464,726;-0,1;-28,78;-1,40000000000001;-0,18;-11,182;-0,102;0,042;-0,042;-0,012;-422,436;-324,748;-87,536;-80,47;-50,472;"0"
"101";467,634;-0,048;-0,180000000000007;-1,2;-0,036;1,23000000000002;-0,012;-0,00199999999999995;-0,01;-0,012;323,114;310,228;173,758;20,986;17,876;"1"
"102";152,092;0,304;-5,46799999999999;20,4;0,012;-1,02000000000001;-0,022;0,012;-0,00800000000000001;-0,02;-18,092;50,3;104,452;-65,246;-37,468;"1"
"103";-762,438;-0,13;-14,446;-6;-0,146;-8,61000000000001;-0,052;0,024;-0,00800000000000001;0,004;-617,674;-494,208;-205,542;-95,712;-67,224;"0"
"104";-290,468;-0,184;-23,118;-7;-0,216;-11,168;-0,084;-0,044;-0,026;0,02;-203,926;-187,594;-116,21;-25,94;-23,064;"0"
"105";-9,91800000000001;0,0439999999999999;9,52800000000002;-2;0,094;9,45599999999999;0,0419999999999999;-0,018;0,00599999999999999;0,00600000000000001;-1,28;-5,262;-15,044;0,141999999999999;0,572000000000001;"0"
"106";-452,718;0,03;15,158;1,59999999999999;0,0779999999999998;5,98000000000002;0,046;-0,034;0,02;0,016;-255,114;-268,138;-206,602;6,006;0,795999999999992;"1"
"107";-687,884;-0,102;-15,818;-2,59999999999999;-0,09;-8,99400000000001;-0,0539999999999999;-0,004;-0,01;-0,014;-482,364;-482,984;-197,548;-62,86;-65,914;"1"
"108";-1733,674;-0,042;-0,51600000000002;-3,8;-0,04;1,43799999999999;-0,00600000000000001;-0,022;0,012;0,00799999999999999;-1377,458;-1199,176;-452,942;-231,488;-191,728;"0"
"109";746,766;0,002;-0,389999999999986;-0,200000000000003;0,016;-0,870000000000005;0,00399999999999989;0,026;-0,00800000000000001;-0,01;665,894;477,916;248,656;98,716;34,796;"0"
"110";114,8;-0,02;-17,716;1,40000000000001;-0,0659999999999998;-7,286;-0,0720000000000001;0,032;-0,028;-0,00600000000000001;33,33;31,698;68,268;-13,192;0,442000000000007;"0"
"111";216,22;-0,02;1,06999999999999;-0,400000000000006;-0,034;0,413999999999987;0,00600000000000001;-0,036;-0,004;0,004;173,538;202,364;-40,152;32,568;44,84;"0"
"112";187,936;-0,00800000000000001;-2,16200000000001;-0,400000000000006;-0,028;-3,90199999999999;-0,002;-0,01;0,002;0,002;145,224;138,654;27,67;35,156;27,494;"1"
"113";-354,818;0,044;10,002;3,59999999999999;0,014;8,304;0,032;0,036;0,00199999999999999;0,004;-259,754;-238,942;-93,204;-36,45;-32,124;"0"
"114";22,858;0,038;5,75800000000001;-1,40000000000001;0,0419999999999999;2,57600000000002;0,0139999999999999;-0,026;0,00199999999999999;0;17,008;14,032;17,386;1,81;3,118;"1"
"115";176,928;0,042;0,843999999999994;0,600000000000009;0,0660000000000001;2,15600000000001;0,01;0,012;-0,01;-0,02;110,222;88,842;71,356;0,0720000000000027;-2,224;"1"
"116";-620,842;0,024;0,0139999999999816;2,39999999999999;-0,054;-0,409999999999997;-0,004;-0,002;0,018;0,018;-454,614;-369,224;-191,938;-26,548;-19,36;"0"
"117";-659,198;-0,004;-9,988;2,2;-0,0359999999999998;-5,00800000000001;-0,038;0,00799999999999995;-0,02;-0,016;-569,62;-449,022;-145,228;-109,536;-77,03;"0"
"118";-123,95;-0,114;-23,848;-2,19999999999999;-0,178;-16,16;-0,092;-0,00999999999999995;-0,014;0,00399999999999999;-93,352;-75,22;-65,788;-9,298;-6,162;"0"
"119";517,844;0,0620000000000001;1,57600000000002;2,2;0,0860000000000001;0,599999999999994;0,018;-0,034;0,00800000000000001;0,004;375,44;356,054;135,304;61,784;59,268;"0"
"120";-26,6300000000001;-0,0740000000000001;-20,748;-2,8;-0,1;-8,27799999999999;-0,078;0,01;-0,028;-0,002;-84,45;-39,548;38,274;-35,038;-20,322;"0"
"121";-598,03;-0,052;-3,40000000000001;-1,60000000000001;-0,11;-2,358;-0,024;0,028;-0,00599999999999999;0,00800000000000001;-498,492;-344,884;-115,832;-94,106;-62,882;"1"
"122";963,97;0,048;-7,738;1,60000000000001;0,0319999999999998;-3,72399999999999;-0,042;0,056;-0,022;-0,02;719,9;587,102;305,124;109,308;88,836;"0"
"123";-358,272;-0,0600000000000001;-14,914;-1,40000000000001;-0,0800000000000001;-7,428;-0,05;0,05;-0,026;-0,016;-297,572;-250,284;-51,872;-69,138;-51,63;"1"
"124";582,478;0,094;7,73599999999999;3,8;0,146;2,16;0,044;-0,002;0,00199999999999999;-0,012;480,398;382,014;107,93;83,554;70,044;"0"
"125";-23,934;-0,17;-16,344;-5,2;-0,18;-6,25000000000001;-0,0479999999999999;-0,024;-0,022;0,022;-23,884;-9,65000000000001;-8,002;-5,336;-1,302;"0"
"126";-777,75;-0,142;-35,004;-1;-0,194;-18,134;-0,128;0,062;-0,056;-0,028;-701,21;-552,538;-164,94;-145,948;-112,186;"0"
"127";-983,484;-0,0760000000000001;-8,40600000000001;-3,40000000000001;-0,0600000000000001;-3,00200000000001;-0,036;-0,02;-0,00799999999999999;-0,01;-834,398;-702,064;-237,72;-170,84;-142,824;"0"
"128";-900,908;-0,0680000000000001;-11,374;-2,2;-0,0900000000000001;-3,12199999999999;-0,044;0,044;-0,022;-0,00800000000000001;-942,29;-603,694;-102,208;-184,088;-69,378;"0"
"129";-99,53;0,018;5,34;1,8;0,0600000000000001;1,92200000000003;0,018;0,02;-0,01;-0,00800000000000001;-73,8899999999999;-108,176;-13,318;-39,504;-34,568;"1"
"130";792,092;-0,12;-12,752;-7,60000000000001;-0,106;-13,036;-0,048;-0,022;-0,00800000000000001;0,002;591,638;540,652;200,966;78,984;65,5;"1"
"131";639,554;0,134;21,558;5,80000000000001;0,146;10,622;0,082;0,044;0,022;-0,00799999999999999;523,664;443,26;169,474;90,192;70,104;"1"
"132";-593,032;-0,0960000000000001;-14,042;-2,2;-0,11;-6,87200000000001;-0,056;0,002;-0,022;0,00599999999999999;-491,686;-400,436;-128,968;-80,654;-61,442;"0"
"133";-731,836;-0,038;-1,64600000000002;-2;-0,016;-2,34199999999998;-0,00800000000000001;-0,01;-0,004;0,002;-590,788;-507,776;-232,866;-102,776;-78,574;"0"
"134";-21,624;-0,134;-8,012;-5,80000000000001;-0,0760000000000001;-7,19799999999998;-0,018;-0,012;0,00199999999999999;0,00600000000000001;-16,742;-10,074;-10,24;-2,78;-2,244;"0"
"135";-179,386;0,024;-4,88200000000001;0;-0,002;-3,50999999999999;-0,012;0,002;-0,002;0,004;-128,434;-113,1;-70,824;-6,31400000000001;-6,20800000000001;"0"
"136";596,892;-0,03;-7,04400000000001;-2;-0,036;-5,274;-0,03;0,024;-0,00800000000000001;-0,002;353,612;394,898;234,248;13,058;23,114;"0"
"137";521,836;0,046;4,22200000000001;0,200000000000003;0,04;4,71000000000001;0,01;0,046;0,00199999999999999;-0,004;424,44;320,468;198,278;66,762;51,86;"1"
"138";79,33;-0,02;-2,22399999999999;0,200000000000003;-0,0940000000000001;-1,26000000000002;-0,024;0,052;0,00800000000000001;0,014;48,508;68,824;44,402;10,502;13,68;"1"
"139";-536,352;-0,028;-1,78799999999998;-1,8;0,00600000000000001;0,722000000000008;0;-0,022;-0,00600000000000001;-0,012;-456,284;-402,932;-123,88;-100,33;-83,282;"0"
"140";-864,286;-0,0780000000000001;-1,91400000000002;-5;-0,0620000000000001;5,66600000000003;-0,018;-0,062;-0,018;0,004;-595,548;-584,868;-241,74;-90,24;-77,39;"0"
"141";912,804;0,11;25,164;1,8;0,156;12,378;0,096;-0,032;0,038;0,014;733,208;628,902;185,23;138,618;102,734;"1"
"142";-541,652;-0,028;-8,20000000000002;0;-0,0239999999999998;-6,654;-0,014;-0,03;-0,01;-0,002;-421,104;-341,76;-210,372;-75,124;-55,286;"1"
"143";-1385,618;-0,004;-21,166;2,8;-0,0680000000000001;-10,894;-0,0660000000000001;0;-0,038;-0,042;-1077,774;-962,252;-373,55;-194,284;-155,886;"0"
"144";-326,652;-0,0559999999999999;-0,816000000000003;-3;-0,096;-1,36000000000001;-0,016;0,00600000000000001;0,002;0,022;-234,504;-184,454;-100,5;-15,792;-6,48;"1"
"145";524,356;0,03;18,28;0,200000000000003;0,0739999999999998;8,84799999999998;0,0620000000000001;-0,01;0,02;0;434,732;368,964;122,718;77,156;61,91;"0"
"146";112,318;-0,024;-7,88400000000001;-0,799999999999997;-0,046;-3,28800000000001;-0,016;-0,04;0;0;84,522;85,138;1,718;20,692;13,628;"0"
"147";618,752;0,194;38,968;4,59999999999999;0,28;22,184;0,142;-0,00199999999999995;0,024;0;481,784;420,054;161,958;70,17;64,608;"1"
"148";-467,882;-0,042;14,396;-4;0,00799999999999979;6,90800000000002;0,056;-0,052;0,016;0,024;-234,666;-231,202;-247,57;-2,876;2,25;"0"
"149";927,74;0,13;19,286;4,39999999999999;0,17;11,848;0,0680000000000001;0,05;0,00799999999999999;-0,02;791,432;618,716;266,772;128,642;86,516;"1"
"150";137,834;0,034;-1,37;3,40000000000001;-0,02;-2,99200000000002;-0,028;0,094;-0,00800000000000001;-0,00599999999999999;52,504;74,04;178,912;-10,756;-7,834;"0"
"151";-775,288;-0,0700000000000001;-9,98000000000002;-2,2;-0,0739999999999998;-4,654;-0,038;0,02;-0,016;-0,00799999999999999;-648,336;-493,118;-220,594;-101,79;-57,81;"0"
"152";-1,16200000000003;0,0640000000000001;7,04599999999999;1,2;0,0960000000000001;7,828;0,018;0,044;-0,012;-0,00800000000000001;-29,668;-49,17;76,65;-32,324;-12,076;"1"
"153";1355,734;-0,0139999999999998;8,23400000000001;-1,8;0;4,27600000000001;0,0339999999999999;-0,062;0,02;0,014;1218,292;960,426;214,254;241,71;131,124;"1"
"154";923,172;0,018;-12,01;2,60000000000001;-0,0700000000000001;-6,208;-0,042;0,016;-0,022;-0,014;650,074;594,45;321,606;44,724;29,864;"0"
"155";-123,186;0,022;3,25400000000002;1,39999999999999;-0,012;0,0480000000000018;0,014;0,014;0,004;-0,00399999999999999;-124,478;-71,022;16,188;-31,312;-19,668;"0"
