"";"time1R";"time2R";"time1ACS";"time2ACS";"time1KAST";"time2KAST";"time1KD";"time2KD";"time1ADR";"time2ADR";"ganhador"
"316";1,074;1,036;216,226;215,284;72;70,4;1,132;1,104;140,492;137,466;1
"317";0,936;1,068;194,496;214,59;66,6;73,4;0,998;1,094;122,318;138,778;0
"318";0,962;1,044;209,798;214,052;68,2;73,4;0,984;1,074;135,282;140,318;0
"319";0,928;1,16;197,182;223,026;68,4;77;0,942;1,192;128,566;143,154;0
"320";0,956;0,974;194,49;196,736;69,6;70,4;0,964;0,948;126,506;126,792;1
"321";1,084;0,992;222,22;202,212;72,8;69,6;1,156;1,04;143,456;131,94;0
"322";1,09;0,99;221,938;204,3;72,4;70,2;1,17;1,022;142,86;133,638;1
"323";1,078;1,128;230,694;219,734;72,4;74,4;1,124;1,154;148,914;140,566;0
"324";1,02;1,062;205,124;213,576;72;71;1,006;1,084;133,772;139,562;1
"325";1,074;1,05;216,226;214,874;72;70,8;1,132;1,076;140,492;139,332;1
"326";1,036;1,032;215,284;212,568;70,4;70,8;1,104;1,05;137,466;139,878;1
"327";1,028;1,008;203,96;222,092;70,6;69,8;1,068;1,078;129,57;142,546;0
"328";1,084;1,09;225,97;217,708;72,2;72;1,156;1,152;143,582;141,852;0
"329";0,932;1,03;189,974;216,056;67,2;70,2;0,956;1,06;124,524;138,774;0
"330";0,946;0,992;217,114;207,876;64,2;68,8;1,108;1,108;135,002;132,682;0
"331";1,026;1,088;212,426;219,818;69,2;73;1,1;1,154;135,52;141,056;0
"332";0,988;1,01;207,074;217,128;69,6;70,6;1,068;1,04;132,588;140,634;0
"333";1,082;0,934;213,194;199,292;73,6;67,8;1,112;0,972;137,086;128,248;1
"334";1,052;0,878;220,158;205,97;70,6;62,6;1,098;1,048;138,938;130,702;1
"335";0,896;0,988;205,386;207,134;65;70;1,022;1,008;132,842;134,52;0
"336";1,022;0,982;199,32;203,172;72,4;69;1,008;0,982;129,68;131,144;1
"337";1,044;1,026;208,374;208,716;72;75;1,088;0,988;134,754;139,26;1
"338";1,076;1,058;219,574;218,922;72;71;1,11;1,138;142,116;141,404;0
"339";1,02;1,046;202,086;217,112;71,6;70,2;1,05;1,126;132,036;139,676;0
"340";1,02;0,924;216,654;191,738;69,8;68,4;1,08;0,91;139,49;126,416;1
"341";0,978;0,926;201,942;197,618;70,2;66,8;0,974;0,928;132,14;128,082;0
"342";1,018;1,08;207,528;212,19;71;73,6;1,038;1,104;133,784;137,316;1
"343";1,022;1,004;222,276;206,172;69,2;68,4;1,092;1,076;141,39;133,058;1
